title,content
体育,专家称德克关键球胜科比 科蜜被黑8他进了几个新浪体育讯北京时间5月4日消息，科比第一场的绝杀不进，已经是他连续第五次在季后赛中投失扳平或者绝杀对手的球。科比自己也在赛后自嘲，自己并非关键先生。今日，ESPN达拉斯当地记者蒂姆-麦克马洪火上浇油，他撰文指出，数据不会说谎，在关键时刻，诺维茨基就是要比科比靠得住。此文一经发表，顿时引发巨大争议。蒂姆-麦克马洪列出了德克在季后赛中关键时刻关键一投的表现，数据显示，自加入NBA以来德克一共执行了11次关键时刻的关键一投(详见下表)，有四次命中，成功率为36.4%，高于联盟28%的平均水平，也高于科比28%的成功率。他11次出手中两分球出手7次命中3球，成功率为42.9%，三分球出手4次，命中1球，成功率为25%。只是这四次成功的关键一投，最终只拿下两场胜利。比赛时间 胜负 剩余时间 差距 两分出手 三分出手02年5月11日 国王 负 2秒 -2 0/1 -04年4月29日 国王负1秒-1 0/1 -05年4月25日 火箭 负 10秒 -2 1/1 -05年5月11日 太阳 胜 6秒 平分 1/1 -05年5月20日 太阳 负 9秒 -3 - 0/106年4月29日 灰熊 胜 15秒 -3 - 1/106年5月17日 马刺 负 6秒 -1 0/1 -06年5月17日 马刺 负 1秒 -1 0/1 -06年5月19日 马刺 负 6秒 -3 - 0/106年6月18日 热火 负 9秒 -1 1/1 -09年5月9日 掘金 负 1秒 -1 0/1 -蒂姆-麦克马洪说，数据不会说谎，德克在关键时刻就是比科比可靠。但此话一出，顿时遭来美国科密的凶猛反击。其中一条署名为daylan22的留言颇具代表性，“在2006年总决赛与热火的比赛中，德克有多少个关键进球呢？2007年季后赛和勇士队首轮，他又有多少个关键进球呢？”看起来，数据并无法全然正确，在大多数球迷的心中，德克仍然是不可靠的代名词，他也无法和科比相提并论。(大脸猫)
体育,今夏大牌自由球星何去何从？ 姚明若减薪不愁下家新浪体育讯北京时间5月4日消息，姚明、巴蒂尔、海耶斯、兰德里，这些火箭队或者前火箭队的球员有什么共同点？他们在今年夏天成为完全自由球员。今天，《篮圈世界》的专栏作家汤姆-比尔就今年的自由球员市场的大牌球星去向做了大致分析，他断定，姚明和海耶斯这样的内线球员不愁下家，即便火箭不愿续约，其他球队也都愿意给出一份理想的合同，以下是部分球员点评，以去年年薪高低为序：迈克尔-里德，原东家雄鹿，上赛季薪金1830万美元曾经联盟顶尖的外线投手，现在则要打上一个大问号。当然，他被认为是联盟之中不可多得的‘好人’，相信一些球队仍然会给机会给他姚明，原东家火箭，上赛季薪金1770万美元没有人知道姚明是否还会走上球场，任何球队在他身上签约都犹如赌博，不过一旦姚明回来，他都是极具效率的。如果他愿意减薪签约，那么大多数总经理都会愿意带他去训练营肯扬-马丁，原球队掘金，上赛季薪金1650万美元在屡次受伤之后，肯扬-马丁不再是以前那个他了，不过在攻防两端，他依旧可以作出积极的贡献。健康是他的大问题，但肯扬的活力和防守投入度，让他在NBA仍然大有市场埃迪-库里，原球队尼克斯，上赛季薪金1130万美元他还想在NBA中谋一份职位，开玩笑吧普林斯，原球队活塞，上赛季薪金1110万美元长期以来被视作联盟顶尖防守球员，但是近几个赛季有所退步，本赛季更是遭遇伤病和活塞的混乱影响，个人价值缩水。但这也意味着有球队愿意逢低吸纳，普林斯是一个赢家，尤其是他能带给你防守上帮助迈克-邓利维，原球队步行者，上赛季薪金1060万美元膝伤毁了这位有可能达到更高高度的球星，上赛季，他场均攻下11.2分4.5个篮板，是一个高效的投手，会是一个出色的第六人巴蒂尔，原球队灰熊，上赛季薪金740万美元巴蒂尔的贡献难以从数据榜单上看出来，但这不意味着NBA的总经理们不懂得赏识他亨弗里斯，原效力球队篮网，上赛季薪金320万有人说他是卡戴珊效应的获益者，有人则说，他只是需要证明自己的机会。不管怎么说，汉弗里斯证明了他是一个顶尖的篮板高手，上赛季后半段，他场均抢下差不多14个篮板。篮网队肯定愿意留下他，但面临激烈竞争格兰特-希尔，原效力球队太阳，上赛季薪金320万希尔在过去三个赛季一共只缺席了三场比赛，这让人震惊。更让人吃惊的是，他场均数据每个赛季都在进步，今年达到了13分4个篮板。同时，他还是更衣室领袖，只要他想打，太阳队没有不留他的理由兰德里，原效力球队黄蜂，上赛季薪金300万美元兰德里上赛季在火箭队是一个野兽，今年季后赛中，他也是拖着黄蜂队前进的重要一员海耶斯，原效力球队火箭，上赛季薪金230万问个问题，在最佳防守球员评选中，德怀特-霍华德是获得第一选择最多的人，那么获得第一选择第二多的人是谁？没错，正是海耶斯。如果你是他的经纪人，你肯定有许多理由说服球队的总经理，花更多的薪水签下他。这份榜单的还包括弗雅切奇、TJ-福特、佩贾、杰夫-福斯特、何塞-巴里亚等球员，但不包括受限制的自由球员，如火箭球迷关心的小加索尔，掘金的内内和快船的德安鲁德-乔丹。(大脸猫)
体育,公牛显露范氏火箭错误 罗斯一数据暴跌身体告急？新浪体育讯86-73，公牛主场获胜，与老鹰战成1比1，但这场公牛赢得并不轻松，和老鹰一直缠斗在末节后半段，公牛投篮命中率还不到四成(39.3%)，他们的进攻出了问题。公牛对罗斯的严重依赖让对手可以更有针对性的布防，首节3分06秒，罗斯突破遭三分包夹随后分球，马文-威廉姆斯候个正着轻松抢断，带球反击在邓的追防下没能命中，老鹰看清了公牛的进攻套路，只是由于球员水平有限反击成功率一般。首节罗斯9投4中拿下12分，但两大副手洛尔-邓5投1中得2分，布泽尔2投0中没得分——1次中投1次补篮，公牛第一高薪首节获得的进攻战术照顾几乎没有。作为一名禁区攻击好手，布泽尔和罗斯进攻区域重合，希伯杜的选择是牺牲布泽尔，可是引进后者的代价是5年7500万。球队一直赢球、罗斯表现出色，公牛这么做令人无可指摘。但季后赛公牛暴露了不少弱点。在老鹰命中率仅31%的时候，公牛不过领先6分。当罗斯遭遇包夹将球传出后，公牛其他球员甚至没法打出局部配合，球被断，但老鹰的反击还是没能命中，试想如果此时公牛的对手是热火/湖人又将如何呢？第三节公牛陷入哑火，单节仅得17分，主要因为罗斯本节5投1中仅得2分。热火有三巨头，湖人有科比和双塔，雷霆双星闪耀……和这些强队相比公牛的二当家、三当家无疑黯淡许多。希伯杜在最大限度开发罗斯价值的同时也限制了公牛其他球员的发挥。这种执教理念的缺陷除了进攻战术单一外还可能造成核心球员积劳成疾。季后赛才打到第二轮罗斯脚踝已有隐患，如果打到东部决赛甚至总决赛，罗斯的身体能否支撑强冲击力的打法是个疑问。今天罗斯仅6次罚球，比他本赛季个人季后赛场均罚球少了4次，而三分却是出手8次(仅命中一个)，看来脚踝伤势还是影响了他的出手选择。希柏杜的“老师”杰夫-范甘迪同样是个喜欢球星战术的主帅，最终的结果是火箭双星伤病缠身，球队随后常年低迷。希柏杜能更进一层吗？罗斯的身体和公牛的成绩将对今年最佳主帅的执教理念作出评判。(草头王)
体育,勒布朗旗下公司推出新产品 小皇帝球场商场皆得意新浪体育讯北京时间5月5日，据ESPN报道，热火球星勒布朗-詹姆斯投资创立的公司Purebrands LLC日前发布了一项新产品——含有咖啡因的速溶食物。公司的相关负责人透露，下月初该项产品将在美国的各个门店进行销售。据公司相关部门介绍，这种食物的咖啡因含量和一杯咖啡中的咖啡因含量相仿，但该种食物会有利于人体维生素的吸收。“小皇帝”詹姆斯也在接受媒体采访时，也竭尽全力帮助公司推销该产品，他表示自己在最近的热身训练和体能训练前，都会食用这种食物。“我在此前曾试图食用过这类食物，但没有一个能和我们公司的产品相提并论。”詹姆斯颇有信心地表示。据悉除了詹姆斯外，其他一些体育圈和演艺界中的明星也参与了该项产品的实验，其中包括尼克斯中锋阿玛雷-斯塔德迈尔，NFL巴尔的摩乌鸦球员雷-赖斯，演艺界人员德雷克和Pitbull。“我们有一个完整的计划，以确保我们的产品在进入市场后可以达到任何人希望达到的效果。我们会利用我们的品牌和勒布朗的影响力来打开销路，希望大家可以接受我们的这项新产品。”该公司CEO向记者表示。这已经是詹姆斯一个月内在商场方面获得的第二项突破，此前4月6日，“小皇帝”曾收购了芬威体育的部分管理权，成为了英超球队利物浦的小老板之一。(小林)
体育,美国选秀网关注2米15新星 改善3点他可成顶尖球员新浪体育讯北京时间2月18日消息，在土耳其U16邀请赛上大放异彩之后，年轻的中国小将周琦也受到了美国选秀网NBADRAFT的关注，他们对周琦做出了详细的介绍，这其中包括他的优势和弱点。按照美国选秀网提供的资料，来自辽宁青年队的周琦出生在1996年1月16日，身高7英尺1英寸，司职中锋，来自中国河南。在关于周琦优势的描述中，该网站写道：周琦以很快的速度就成为了中国队下一代球员中最大的希望，他是一个速度很快的大个子，在篮下能够给对手制造充足的威胁。在进攻端，周琦可以持球推进，并且善于奔跑，并具备非常不错的投篮能力，投射范围可以达到国际篮球的三分线。在防守端，周琦弱侧的协防能力和补防能力是他最可怕的地方，这就是为什么他的盖帽数据如此出色的原因。除此之外，你从他的身上总是可以看到后卫的技术，他的运球比大部分同龄的大个子都要出色很多。更为重要的是，他的官方年龄被认为是真实的，并没有更改过。如果是这样，周琦今年只有15岁。当然，美国选秀网也直言不讳的提出了周琦需要提高的地方。该文写道：他的运动能力并不认为是非常顶尖的，但他对于比赛的感觉非常不错。周琦需要提高在场上的反应能力，还有他在进攻中的得分能力，他在低位的进攻中的侵略性还需要继续加强。此外，他还需要提高在防守中的篮板球位置感。周琦现在已经开始锻炼自己的肌肉了，但是这方面仍然需要赶快加强。如果想要真的在以后成为顶尖球员，周琦还需要提高一对一的防守能力，并加强他的脚部力量和完成进攻的能力，同时一定要避免受伤。还有，周琦的比赛经验现在还非常少，充足的比赛机会是他现在急需得到的。该介绍中还特意提到了周琦的代表作，他在刚刚结束的土耳其U16邀请赛中对阵德国的半决赛中单场砍下了41分28个篮板和15次盖帽。对阵保加利亚时他拿到了26分。和法国的胶着战，周琦也贡献了28分。决赛中面对土耳其，周琦砍下了30分17个篮板，他也因此获得了大赛MVP，并帮助中国队顺利夺取冠军。周琦从2005年开始在辽宁青年队效力，那个时候他的身高只有1米72，到了2009年之后，周琦的身高已经长到了2米05，现在，周琦的身高已经达到了2米15，考虑到他只有15岁，周琦的身高预计最终会长到2米17至2米18之间。值得注意的是，周琦和辽宁队的合同将到2013年到期，那个时候，他将可以选择到美国NCAA大学联赛效力。当然，他的教练目前还认为，周琦留在中国发展是更好的选择。目前，周琦还在辽宁青年对效力，但到了2013年之后，所有的职业队都将为得到周琦而展开一场争夺战。效力于魔术队的德怀特-霍华德是周琦最喜欢的球员，而他的启蒙教练则把他的模板定位是曾经在达拉斯小牛队效力的中国球员王治郅。(贾磊)
体育,北京女篮恢复训练拒绝采访 争议主教练坚称没做错本报讯?(记者田欣欣)昨天下午3时，首钢篮球中心终于出现了久违的噼噼啪啪声。经过俱乐部高层两天来与球员的沟通，北京女篮正式恢复训练，罢训的几名球员也出现在场上。“现在这种情况，不利于处罚她们，毕竟都是孩子，如果处罚，可能会逼迫她们往另外一个极端方向发展，对这些孩子、俱乐部都没有好处。”主教练许利民说。罢训事件后，球员和教练的心情都轻松不少，训练场上笑容随处可见。但面对媒体的镜头，还是让她们感觉到不太适应。当记者提出采访队员的要求时，俱乐部拒绝了。“这次要求媒体来是这些孩子的意思，她们最开始觉得受了委屈，只是想发泄一下，但没想到事情会闹得这么大。其实这些孩子还是挺可爱的。”袁超表示，本次事件是教练的严格要求与方式方法之间的矛盾，“对于这件事我们俱乐部觉得，如何管理90后年轻队员，还需要摸索。这些孩子喜欢听好听的，但我们的教育方法是针对表现不好的地方批评。孩子心理承受能力差，不愿意受委屈，我估计所有的孩子都是这样的，容易误解。”谈到首钢男篮三队主教练刘宏威掌扇球员的事情，袁超说，“他们今天中午回来了，其实不管是女篮还是刘宏威的事情，都是教练管理中一些方式方法的问题，这个也提醒我们俱乐部注意，一方面要对运动员教育管理，一方面对教练员的教育也要加强。”对于这次事件的感悟，许利民表示：“我没有做错什么，以后也不会做出改变，但是我会注意与这些90后球员的相处方式，加强沟通和交流。”另外，国青男篮也于昨日凌晨低调出征西班牙，参加在巴塞罗那举行的国际青年邀请赛，这将是范斌重回国青后带队打的首次正式比赛。
体育,小牛vs湖人首发：科比关键第二战 诺天王领衔强阵新浪体育讯北京时间5月5日，NBA季后赛第二轮洛杉矶湖人主场迎战达拉斯小牛，在首场比赛中，科比错失绝杀球湖人输给了小牛，本场比赛飞侠的球队绝不能再输球，赛前双方也公布了首发阵容：湖人队：费舍尔、科比、阿泰斯特、加索尔、拜纳姆小牛队：基德、史蒂文森、马里昂、诺维茨基、钱德勒[新浪NBA官方微博][新浪NBA湖人新闻动态微博][新浪NBA专题][小牛vs湖人视频直播室](新浪体育)
体育,山猫前锋涉毒被警方传讯 康宁汉姆恐面临严重指控 新浪体育讯北京时间5月5日消息，据美联社报道，宾夕法尼亚警方日前向媒体证实，夏洛特山猫前锋丹特-康宁汉姆涉嫌藏匿毒品已经被当地警方传讯，但在缴纳一定数量的保证金后，康宁汉姆已经获得保释。警方发言人透露，当地警方在康宁汉姆位于费城郊区的一所住宅中发现了他藏匿在自己车中的少量大麻，随后康宁汉姆被传讯到警局。该负责人透露，在对案件相关信息采集，并收录了康宁汉姆的口供之后，这位山猫前锋已经被释放。据悉，警方除了在康宁汉姆的车中搜出少量大麻之外，还有一把禁止在该地区持有的散弹枪。在今年二月份的一笔交易中，康宁汉姆被开拓者交易至山猫，在本赛季代表山猫出场的22场比赛中，这位24岁的大前锋场均有9分和4个篮板的不俗表现。(小林)
体育,德隆向球队施压要求补强：篮网比爵士更有吸引力 新浪体育讯北京时间5月5日，虽然季后赛还在进行中，但因为可能的停摆，很多球员都已经在考虑自己未来的去处了。本赛季中途转会到篮网的德隆-威廉姆斯，就是其中一员。在昨天接受采访的时候，他就表示正在考虑去海外打球。不过，据《篮网日报》消息，可能是考虑到影响，今天威廉姆斯又改口了。“我当然很喜欢篮网了，”威廉姆斯说，“我很喜欢约翰逊教练，我也和球队谈过无数次了，我觉得我们正在朝着正确的方向前进。”不仅如此，威廉姆斯还表示，“我应该是会留下的。”而且，威廉姆斯还向记者透露了自己下赛季的工作重点之一，那就是帮助布鲁克-洛佩斯成长。“我要帮助他每晚都表现出统治力，而不是隔三差五。” 当然，愿意留下，并不表示威廉姆斯就对篮网现状很满意。“老实说，我们还需要补强，没错。我们球队什么都很好，从管理层到球员，老板也想赢球，也愿意交易。不过，我们还是需要好球员。”威廉姆斯还表示，篮网也很清楚他在想什么，“他们知道我的想法，而且我的愿望也是可行的，特别是现在。要是在犹他的话，可能交易会比较困难。不过，既然球队都要搬到布鲁克林了，我觉得这会让我们吸引力大增，新场馆，新老板，这些都会帮助我们招徕新球员的。”要是和昨天的表态结合起来看的话，也就是说，如果篮网愿意做交易，那么威廉姆斯就会留下。如果篮网固步自封，那么威廉姆斯还有可能要求走人？(XWT185)
体育,最年轻MVP玫瑰有望成联盟招牌 斯特恩他肩负一切新浪体育讯北京时间5月5日，据ESPN报道。今天联合中心迎来了东部半决赛第二回合的较量，芝加哥公牛主场继续迎战亚特兰大老鹰。比赛固然重要，不过开场的一个重要颁奖丝毫不亚于比赛。就是他们最闪耀的玫瑰德里克-罗斯，领取MVP奖杯。NBA总裁大卫-斯特恩像往常一样，成为这个奖项的颁发者。在他的眼里，罗斯这赛季做的足够出色，“所有人的榜样”是对这位三年级生最高的褒奖，难掩他的喜爱的之情。“他已经不能再好了，”斯特恩说。“他担负了所有的责任。他没有辜负一直支持的家庭，在经历过这么多艰难困苦后，他变得弥足珍贵，这种珍贵不只是对他的队友，更是对整个联盟。这真的太让人兴奋了。”“他是一位优秀，踏实的年轻人，联盟能有他真是一件幸事。”在全场观众的欢呼声中，罗斯接受了属于他的奖杯，也表达了他对球迷的感激。“这个荣誉属于芝加哥！”这支球队上一个MVP是篮球之神迈克尔-乔丹，他就是那时联盟的代言人。有记者问斯特恩，罗斯以后会成为“联盟的脸面”么？斯特恩表示他希望如此，不过他还补充道他还希望更多的球员能做到这点，看来总裁先生的心中，依然对其他几位球员充满期待。“我不是你们那些记者，随意写一些添油加醋的文章以便成为专栏作家，”斯特恩说。“虽然我掌管联盟40多年了，但还是没有做这种预言。”“但我能确定他是最年轻的MVP，今晚的奖项实至名归。他打出了完美的一季，他带领球队前进。我想他只要能保持健康，继续这样的表现，一定能刺激其他球员。阻止他下赛季，再拿到这座奖杯。”“在你的脑海中就会有四五名联盟顶尖的球员来竞争这个奖项，这才是联盟越来越出色的原因，这才是最美妙的事情。”(老白)
体育,格里芬：向名宿前辈罗宾逊看齐 要买柜子专放奖杯新浪体育讯北京时间5月5日(洛杉矶时间5月4日)消息，洛杉矶快船于当地时间下午1点半在快船训练馆举行发布会，公布布雷克-格里芬获得最佳新秀。主帅文尼-德尔-尼格罗今天来到了发布会现场：“当年夏天，我们走进体育馆后，(选择)他是我们最容易做出的决定。我为他感到高兴，执教他很幸运。”谈到获得最佳新秀的感受，格里芬感谢了一串人：“首先要感谢大家，我的父母，我的经纪人，还有我的队友，这一年都在帮助我们，当然还有我的教练组们、训练师、录像师，还有赞助商。”格里芬是2009年的新秀，谈到从受伤到成为最佳新秀的心路历程，格里芬说：“当我受伤要休息一年的时候，我听了很多人的建议，他们告诉我不要为自己感到遗憾，我要充满能量地努力恢复。”格里芬得到了全部118张第一名选票，是1990年大卫-罗宾逊后第一个做到这点的新秀。听说了这点，格里芬孩子气般地呼了口气：“哇，大卫-罗宾逊，他可是一个非常好的球员，看起来我有很多事情要做。”格里芬表示自己最近也有看季后赛，并且摩拳擦掌准备新赛季：“现在看到季后赛让我心里很痒痒，我已经等不及开始新赛季了，我会马上回到训练中。 我主要打算练自己的投篮。”谈到奖杯如何处置，格里芬笑道：“放在我们家里的某个地方，我的所有奖杯都堆在那个屋子的地上，我没有展架，看来我得买个柜子之类的了。”(新浪体育 ?张海彦 ?发自洛杉矶)
体育,湖人0分先生真是差中之差 盼他回来但回来就挨骂!新浪体育讯北京时间5月5日，湖人主场再次失利，以81-93败给小牛，大比分以0-2落后，陷入了绝境。第四节还剩7分47秒，布雷克刚刚运到三分线附近就遭遇了对方的严密防守，他准备将球迅速传出，但却被机警的特里一把将球断了下了。在落后8分的情况下，这次丢球也让湖人失去了最好的追分机会。随着时间的推移，湖人仍然无法找到有效的得分办法，而小牛队则在进攻中多点开花，比分就这样一点点被继续拉大，湖人最终还是丢掉了第二个主场。其实第四节刚刚开始的时候，湖人队落后的分数只有6分，人们还始终期待着替补阵容中能够有人站出来，帮湖人把比分追上来，但布雷克还是没能找到手感，他的外线三分出手又一次弹筐而出。看到布雷克出手的皮球没能飞进篮筐，禅师也只能无奈的皱了皱眉。这场比赛，布雷克的出场时间不算多，将近20分钟，可他在三分线外的五次出手却全部偏出篮筐，全场一分未得，还有2次失误，外线打不开，湖人的进攻也根本没法运转起来。对阵小牛的连续两场比赛，布雷克的状态都非常低迷，他在第一战中打了17分钟，也是同样一分未得。布雷克难以找到状态，湖人在一号位上的确没有任何优势可言。其实季后赛开始之后，布雷克在第一轮的发挥还算不错，他水痘康复之后便火线复出，对阵黄蜂的系列赛，他场均可以贡献3.2次助攻，就算是在得分上没有太大贡献，但也总能给队友传出几个好球。但这场对阵小牛的关键之战，布雷克却完全迷失了投篮手感。不仅布雷克没有找到外线的投篮准星，湖人今天全队都似乎在和篮筐作对一样。他们全场比赛三分球20投仅有2中，命中率只有可怜的10%，直到第四节打到一半的时候，湖人的三分球还是15投0中的糟糕表现。如果不是科比和阿泰在最后时刻扔进了两个三分，湖人将遭遇历史上的最尴尬纪录。在三分球这项统计上，科比是5投1中，费舍尔2投0中，阿泰斯特4投1中，布雷克5投0中，奥多姆2投0中，布朗和巴恩斯都是1投0中。如此糟糕的外线表现也难怪湖人会输球。从03-04赛季进入联盟，布雷克先后转战过奇才、开拓者、掘金、快船、湖人，他给人们留下印象最深的就是球风稳健，以传球为第一选择，并且外线的投篮非常稳定。09-10赛季在快船的日子里，布雷克的外线三分命中率高达43%。正是凭借这种出色而稳定的表现，湖人才在去年夏天果断的将他签入队中，就是希望他能够弥补费舍尔身后的空缺，为球队带来年轻的活力。但当这次系列赛面对基德这样的老将时，布雷克还是充分显现出了他的经验不足。在输掉了这场比赛之后，湖人已经连续丢掉了两个主场的比赛，这意味着后面要想翻盘，将面临着极大地困难。湖人不光需要阿泰和加索尔这样的主力球员赶快找回状态，像布雷克这样的关键替补也必须赶快贡献出自己的力量才行。[新浪NBA官方微博][新浪NBA湖人新闻动态微博][技术统计][高清回放][比赛实录](乳娃娃)
体育,湖人主场大败!0-2命悬一线 科比23分难救卫冕冠军新浪体育讯北京时间5月5日，湖人主场再次失利，以81-93败给小牛，大比分以0-2落后，陷入了绝境。德克-诺维茨基为小牛拿下了24分7个篮板，肖恩-马里昂14分9个篮板，杰森-基德10分。替补出场的JJ-巴里亚表现不俗，得了12分4次助攻。>>>您如何评价湖人总分0-2落后小牛？科比-布莱恩特贡献23分，安德鲁-拜纳姆18分13个篮板，保罗-加索尔13分10个篮板，罗恩-阿泰斯特11分。上一场湖人一度领先16分，但最后时刻被小牛翻盘。科比虽然砍下了36分，但湖人功亏一篑，赛后科比非常不爽，点名批评队友。开场后湖人命中率极高，前5次投篮全部命中，其中科比投中两球，湖人以12-9开局。小牛也不示弱，史蒂文森在首节打了一半时就已经两度三分命中，基德也在外线得手，本节还有5分23秒时，小牛以15-13反超。小牛本节投中4个三分球，而湖人未能投中一个，诺维茨基在本节还有33.5秒时三分得手，小牛以26-20领先结束本节。巴里亚连续上篮得手后，小牛在第二节还有7分19秒时以37-30领先。加索尔勾手还以颜色，科比则连续三次跳投得手，在拜纳姆强打篮下后，湖人完成10-0的攻击，以40-37超出。双方的争夺越发激烈，本节还有3分20秒时，基德利用经验造成加索尔犯规，三罚两中，双方战成42-42。诺维茨基投中本节最后一球，小牛以51-49领先结束上半场。第三节开始后，两队命中率都不高。本节还有5分33秒时，诺维茨基三分命中，小牛以60-56领先，科比马上还以一球，中距离投篮得手，两队当家球星都挺身而出。科比两度将差距缩小到2分，但他们在本节最后4分05秒只投中一球，小牛以68-62扩大优势。前三节湖人三分球11投全失，第四节一开始，布雷克也三分不中。小牛则内外开花，本节还有10分23秒时，特里三分得手，小牛以73-64取得9分的优势。在替补的较量中，小牛占据上风，一度领先10分。重新上场之后，湖人仍未能找到追分良机。科比已经有点心急，投篮不中之后积极拼抢篮板，但出手三分又不中。巴里亚则两度快速突破湖人防线，先是抛投得手，然后助攻，海伍德暴扣，小牛在第四节过半后以79-69领先10分。湖人叫了暂停仍不起作用，基德三分命中，巴里亚再度得手，小牛以84-69取得了15分的优势。湖人出手开始犹豫，布朗甚至两罚不中。比赛还有2分43秒时，科比终于投中一记三分，将比分追成76-87。这是湖人全场首次三分命中，此前他们已经连续15投不中。科比的三分来得有点晚。马里昂此后两罚两中，小牛稳住阵脚。湖人仍是连续投篮不中，阿泰斯特甚至投出“三不沾”，湖人只有放弃。湖人首发阵容：科比-布莱恩特、德雷克-费舍尔、安德鲁-拜纳姆、罗恩-阿泰斯特和保罗-加索尔。小牛首发阵容：杰森-基德、德肖恩-史蒂文森、泰森-钱德勒、德克-诺维茨基和肖恩-马里昂。[新浪NBA官方微博][新浪NBA湖人新闻动态微博][技术统计][高清回放][比赛实录](吴哥)
体育,湖人全能王敢跟禅师对骂 科比长枪短炮导绝地反击新浪体育讯北京时间5月5日，西部半决赛继续进行，洛杉矶湖人坐镇主场，再战达拉斯小牛。这个系列赛首战爆了个不大不小的冷门，湖人在一度领先16分的情况下最后时刻被小牛翻盘。科比-布莱恩特上场投丢了绝杀，今日一战湖人已是不容有失，飞侠必须做出表率。而德克-诺维茨基领衔的牛仔们也不是好欺负的。第二节还是小牛先打开局面，佩贾并不擅长的突破跳投也进，拜纳姆篮下发威二次进攻得手，小布朗篮下凭借超人的弹跳找到机会，硬生生在诺维茨基头顶投中2分。诺天王防守并不好，但人进攻太强，完全失去节奏失去平衡，但依然能凭借超好的手感后仰投中。奥多姆防德国战车，不管是身高还是体重都吃亏不小。暂停时刻菲尔-杰克逊走到奥多姆身边，估计是表达了对他防守诺维茨基的不满，但新科最佳第六人很是不服，手舞足蹈比划着为自己狡辩，情绪有点激动，老禅师低头冷笑不再搭理，助教也过来将喋喋不休的奥多姆拉走。湖人大将真逗，被拉走后竟然对着第一排观众继续抱怨，人球迷一脸无奈的赔笑脸。这段插曲虽然不和谐，但马上你就明白禅师的用意了，暂停一回来奥多姆就篮下强硬的攻取2分，而防守端换成拜纳姆盯诺维茨基，也起了效果。奥多姆真是被禅师骂醒了，一条龙连过特里和诺天王，又在海伍德犯规的情况下上中2分。湖人好容易进攻被奥多姆带出起色，但防守又碎了，巴里亚跟个泥鳅一样到处钻还抓不住，湖人好容易将分差追到3分，瞬间又变7分了。禅师气不打一处来，马上又叫了暂停。科比重新回来，杀到内线强取2分，又在三分线里一步干拔命中，防守端还断掉马里昂手里的球，7分的优势被科比三下搞的只差1分，卡莱尔也不是吃素的，暂停叫的正是时候。科比真是发火了，防守中他死贴基德寸步不让，终于从老油条手里抢断了一次，又是一个中远距离出手，科比一个人，将7分的劣势变成1分优势。加索尔还是软啊，连续两次篮下出手被顶的东倒西歪没进，好在还有拜纳姆硬，小鲨鱼“三次进攻”顶着打手扔进篮筐。科比后仰再次稳稳钻入网窝，湖人在飞侠的带动下势头回来了，不过野兽阿泰把势头用的地方不太对，防守中对钱德勒下狠手打了一巴掌，吃了裁判一个T。小牛没那么容易死的，老基德骗加索尔三分犯规，气的西班牙人只咧嘴。拜纳姆今天状态不错，小跨步反篮+二次进攻连得4分，上一场输球后科比对小拜的点名批评见效果了。诺维茨基再度招牌跳投得手，半场比赛结束，湖人49-51落后。科比14分，拜纳姆14分6篮板，加索尔只得6分，小牛方面诺维茨基15分4篮板，基德7分4助攻。(毛毛)
